Nome;Classe;Sobreviveu;Sexo;Idade;N_Irmaos_Conjuges;N_Fihos_pais;Porto_Embarque
Lemberopolous, Mr. Peter L;3;0;male;34,5;0;0;C
Lennon, Miss. Mary;3;0;female;;1;0;Q
Lennon, Mr. Denis;3;0;male;;1;0;Q
Leonard, Mr. Lionel;3;0;male;36;0;0;S
Lester, Mr. James;3;0;male;39;0;0;S
Lievens, Mr. Rene Aime;3;0;male;24;0;0;S
Lindahl, Miss. Agda Thorilda Viktoria;3;0;female;25;0;0;S
Lindblom, Miss. Augusta Charlotta;3;0;female;45;0;0;S
Lindell, Mr. Edvard Bengtsson;3;0;male;36;1;0;S
Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);3;0;female;30;1;0;S
Lindqvist, Mr. Eino William;3;1;male;20;1;0;S
Linehan, Mr. Michael;3;0;male;;0;0;Q
Ling, Mr. Lee;3;0;male;28;0;0;S
Lithman, Mr. Simon;3;0;male;;0;0;S
Lobb, Mr. William Arthur;3;0;male;30;1;0;S
Lobb, Mrs. William Arthur (Cordelia K Stanlick);3;0;female;26;1;0;S
Lockyer, Mr. Edward;3;0;male;;0;0;S
"Lovell, Mr. John Hall (""Henry"")";3;0;male;20,5;0;0;S
Lulic, Mr. Nikola;3;1;male;27;0;0;S
Lundahl, Mr. Johan Svensson;3;0;male;51;0;0;S
Lundin, Miss. Olga Elida;3;1;female;23;0;0;S
Lundstrom, Mr. Thure Edvin;3;1;male;32;0;0;S
Lyntakoff, Mr. Stanko;3;0;male;;0;0;S
MacKay, Mr. George William;3;0;male;;0;0;S
"Madigan, Miss. Margaret ""Maggie""";3;1;female;;0;0;Q
Madsen, Mr. Fridtjof Arne;3;1;male;24;0;0;S
Maenpaa, Mr. Matti Alexanteri;3;0;male;22;0;0;S
Mahon, Miss. Bridget Delia;3;0;female;;0;0;Q
Mahon, Mr. John;3;0;male;;0;0;Q
Maisner, Mr. Simon;3;0;male;;0;0;S
Makinen, Mr. Kalle Edvard;3;0;male;29;0;0;S
Mamee, Mr. Hanna;3;1;male;;0;0;C
Mangan, Miss. Mary;3;0;female;30,5;0;0;Q
Mannion, Miss. Margareth;3;1;female;;0;0;Q
Mardirosian, Mr. Sarkis;3;0;male;;0;0;C
Markoff, Mr. Marin;3;0;male;35;0;0;C
Markun, Mr. Johann;3;0;male;33;0;0;S
Masselmani, Mrs. Fatima;3;1;female;;0;0;C
Matinoff, Mr. Nicola;3;0;male;;0;0;C
"McCarthy, Miss. Catherine ""Katie""";3;1;female;;0;0;Q
McCormack, Mr. Thomas Joseph;3;1;male;;0;0;Q
McCoy, Miss. Agnes;3;1;female;;2;0;Q
McCoy, Miss. Alicia;3;1;female;;2;0;Q
McCoy, Mr. Bernard;3;1;male;;2;0;Q
McDermott, Miss. Brigdet Delia;3;1;female;;0;0;Q
McEvoy, Mr. Michael;3;0;male;;0;0;Q
McGovern, Miss. Mary;3;1;female;;0;0;Q
"McGowan, Miss. Anna ""Annie""";3;1;female;15;0;0;Q
McGowan, Miss. Katherine;3;0;female;35;0;0;Q
McMahon, Mr. Martin;3;0;male;;0;0;Q
McNamee, Mr. Neal;3;0;male;24;1;0;S
McNamee, Mrs. Neal (Eileen O'Leary);3;0;female;19;1;0;S
McNeill, Miss. Bridget;3;0;female;;0;0;Q
Meanwell, Miss. (Marion Ogden);3;0;female;;0;0;S
Meek, Mrs. Thomas (Annie Louise Rowley);3;0;female;;0;0;S
Meo, Mr. Alfonzo;3;0;male;55,5;0;0;S
Mernagh, Mr. Robert;3;0;male;;0;0;Q
Midtsjo, Mr. Karl Albert;3;1;male;21;0;0;S
Miles, Mr. Frank;3;0;male;;0;0;S
Mineff, Mr. Ivan;3;0;male;24;0;0;S
Minkoff, Mr. Lazar;3;0;male;21;0;0;S
Mionoff, Mr. Stoytcho;3;0;male;28;0;0;S
Mitkoff, Mr. Mito;3;0;male;;0;0;S
"Mockler, Miss. Helen Mary ""Ellie""";3;1;female;;0;0;Q
Moen, Mr. Sigurd Hansen;3;0;male;25;0;0;S
Moor, Master. Meier;3;1;male;6;0;1;S
Moor, Mrs. (Beila);3;1;female;27;0;1;S
Moore, Mr. Leonard Charles;3;0;male;;0;0;S
Moran, Miss. Bertha;3;1;female;;1;0;Q
Moran, Mr. Daniel J;3;0;male;;1;0;Q
Moran, Mr. James;3;0;male;;0;0;Q
Morley, Mr. William;3;0;male;34;0;0;S
Morrow, Mr. Thomas Rowan;3;0;male;;0;0;Q
Moss, Mr. Albert Johan;3;1;male;;0;0;S
Moubarek, Master. Gerios;3;1;male;;1;1;C
"Moubarek, Master. Halim Gonios (""William George"")";3;1;male;;1;1;C
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)";3;1;female;;0;2;C
Moussa, Mrs. (Mantoura Boulos);3;1;female;;0;0;C
Moutal, Mr. Rahamin Haim;3;0;male;;0;0;S
"Mullens, Miss. Katherine ""Katie""";3;1;female;;0;0;Q
Mulvihill, Miss. Bertha E;3;1;female;24;0;0;Q
Murdlin, Mr. Joseph;3;0;male;;0;0;S
"Murphy, Miss. Katherine ""Kate""";3;1;female;;1;0;Q
Murphy, Miss. Margaret Jane;3;1;female;;1;0;Q
Murphy, Miss. Nora;3;1;female;;0;0;Q
Myhrman, Mr. Pehr Fabian Oliver Malkolm;3;0;male;18;0;0;S
Naidenoff, Mr. Penko;3;0;male;22;0;0;S
"Najib, Miss. Adele Kiamie ""Jane""";3;1;female;15;0;0;C
"Nakid, Miss. Maria (""Mary"")";3;1;female;1;0;2;C
Nakid, Mr. Sahid;3;1;male;20;1;1;C
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)";3;1;female;19;1;1;C
Nancarrow, Mr. William Henry;3;0;male;33;0;0;S
Nankoff, Mr. Minko;3;0;male;;0;0;S
Nasr, Mr. Mustafa;3;0;male;;0;0;C
Naughton, Miss. Hannah;3;0;female;;0;0;Q
Nenkoff, Mr. Christo;3;0;male;;0;0;S
Nicola-Yarred, Master. Elias;3;1;male;12;1;0;C
Nicola-Yarred, Miss. Jamila;3;1;female;14;1;0;C
Nieminen, Miss. Manta Josefina;3;0;female;29;0;0;S
Niklasson, Mr. Samuel;3;0;male;28;0;0;S
Nilsson, Miss. Berta Olivia;3;1;female;18;0;0;S
Nilsson, Miss. Helmina Josefina;3;1;female;26;0;0;S
Nilsson, Mr. August Ferdinand;3;0;male;21;0;0;S
Nirva, Mr. Iisakki Antino Aijo;3;0;male;41;0;0;S
Niskanen, Mr. Juha;3;1;male;39;0;0;S
Nosworthy, Mr. Richard Cater;3;0;male;21;0;0;S
Novel, Mr. Mansouer;3;0;male;28,5;0;0;C
Nysten, Miss. Anna Sofia;3;1;female;22;0;0;S
Nysveen, Mr. Johan Hansen;3;0;male;61;0;0;S
O'Brien, Mr. Thomas;3;0;male;;1;0;Q
O'Brien, Mr. Timothy;3;0;male;;0;0;Q
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)";3;1;female;;1;0;Q
O'Connell, Mr. Patrick D;3;0;male;;0;0;Q
O'Connor, Mr. Maurice;3;0;male;;0;0;Q
O'Connor, Mr. Patrick;3;0;male;;0;0;Q
Odahl, Mr. Nils Martin;3;0;male;23;0;0;S
O'Donoghue, Ms. Bridget;3;0;female;;0;0;Q
O'Driscoll, Miss. Bridget;3;1;female;;0;0;Q
"O'Dwyer, Miss. Ellen ""Nellie""";3;1;female;;0;0;Q
Ohman, Miss. Velin;3;1;female;22;0;0;S
O'Keefe, Mr. Patrick;3;1;male;;0;0;Q
"O'Leary, Miss. Hanora ""Norah""";3;1;female;;0;0;Q
Olsen, Master. Artur Karl;3;1;male;9;0;1;S
Olsen, Mr. Henry Margido;3;0;male;28;0;0;S
Olsen, Mr. Karl Siegwart Andreas;3;0;male;42;0;1;S
Olsen, Mr. Ole Martin;3;0;male;;0;0;S
Olsson, Miss. Elina;3;0;female;31;0;0;S
Olsson, Mr. Nils Johan Goransson;3;0;male;28;0;0;S
Olsson, Mr. Oscar Wilhelm;3;1;male;32;0;0;S
Olsvigen, Mr. Thor Anderson;3;0;male;20;0;0;S
Oreskovic, Miss. Jelka;3;0;female;23;0;0;S
Oreskovic, Miss. Marija;3;0;female;20;0;0;S
Oreskovic, Mr. Luka;3;0;male;20;0;0;S
Osen, Mr. Olaf Elon;3;0;male;16;0;0;S
Osman, Mrs. Mara;3;1;female;31;0;0;S
O'Sullivan, Miss. Bridget Mary;3;0;female;;0;0;Q
Palsson, Master. Gosta Leonard;3;0;male;2;3;1;S
Palsson, Master. Paul Folke;3;0;male;6;3;1;S
Palsson, Miss. Stina Viola;3;0;female;3;3;1;S
Palsson, Miss. Torborg Danira;3;0;female;8;3;1;S
Palsson, Mrs. Nils (Alma Cornelia Berglund);3;0;female;29;0;4;S
Panula, Master. Eino Viljami;3;0;male;1;4;1;S
Panula, Master. Juha Niilo;3;0;male;7;4;1;S
Panula, Master. Urho Abraham;3;0;male;2;4;1;S
Panula, Mr. Ernesti Arvid;3;0;male;16;4;1;S
Panula, Mr. Jaako Arnold;3;0;male;14;4;1;S
Panula, Mrs. Juha (Maria Emilia Ojala);3;0;female;41;0;5;S
Pasic, Mr. Jakob;3;0;male;21;0;0;S
Patchett, Mr. George;3;0;male;19;0;0;S
Paulner, Mr. Uscher;3;0;male;;0;0;C
Pavlovic, Mr. Stefo;3;0;male;32;0;0;S
Peacock, Master. Alfred Edward;3;0;male;0,75;1;1;S
Peacock, Miss. Treasteall;3;0;female;3;1;1;S
Peacock, Mrs. Benjamin (Edith Nile);3;0;female;26;0;2;S
Pearce, Mr. Ernest;3;0;male;;0;0;S
Pedersen, Mr. Olaf;3;0;male;;0;0;S
Peduzzi, Mr. Joseph;3;0;male;;0;0;S
Pekoniemi, Mr. Edvard;3;0;male;21;0;0;S
Peltomaki, Mr. Nikolai Johannes;3;0;male;25;0;0;S
Perkin, Mr. John Henry;3;0;male;22;0;0;S
Persson, Mr. Ernst Ulrik;3;1;male;25;1;0;S
Peter, Master. Michael J;3;1;male;;1;1;C
Peter, Miss. Anna;3;1;female;;1;1;C
Peter, Mrs. Catherine (Catherine Rizk);3;1;female;;0;2;C
Peters, Miss. Katie;3;0;female;;0;0;Q
Petersen, Mr. Marius;3;0;male;24;0;0;S
Petranec, Miss. Matilda;3;0;female;28;0;0;S
Petroff, Mr. Nedelio;3;0;male;19;0;0;S
"Petroff, Mr. Pastcho (""Pentcho"")";3;0;male;;0;0;S
Petterson, Mr. Johan Emil;3;0;male;25;1;0;S
Pettersson, Miss. Ellen Natalia;3;0;female;18;0;0;S
Pickard, Mr. Berk (Berk Trembisky);3;1;male;32;0;0;S
Plotcharsky, Mr. Vasil;3;0;male;;0;0;S
Pokrnic, Mr. Mate;3;0;male;17;0;0;S
Pokrnic, Mr. Tome;3;0;male;24;0;0;S
Radeff, Mr. Alexander;3;0;male;;0;0;S
Rasmussen, Mrs. (Lena Jacobsen Solvang);3;0;female;;0;0;S
Razi, Mr. Raihed;3;0;male;;0;0;C
Reed, Mr. James George;3;0;male;;0;0;S
Rekic, Mr. Tido;3;0;male;38;0;0;S
Reynolds, Mr. Harold J;3;0;male;21;0;0;S
Rice, Master. Albert;3;0;male;10;4;1;Q
Rice, Master. Arthur;3;0;male;4;4;1;Q
Rice, Master. Eric;3;0;male;7;4;1;Q
Rice, Master. Eugene;3;0;male;2;4;1;Q
Rice, Master. George Hugh;3;0;male;8;4;1;Q
Rice, Mrs. William (Margaret Norton);3;0;female;39;0;5;Q
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""";3;0;female;22;0;0;S
Rintamaki, Mr. Matti;3;0;male;35;0;0;S
"Riordan, Miss. Johanna ""Hannah""";3;1;female;;0;0;Q
Risien, Mr. Samuel Beard;3;0;male;;0;0;S
Risien, Mrs. Samuel (Emma);3;0;female;;0;0;S
Robins, Mr. Alexander A;3;0;male;50;1;0;S
Robins, Mrs. Alexander A (Grace Charity Laury);3;0;female;47;1;0;S
Rogers, Mr. William John;3;0;male;;0;0;S
Rommetvedt, Mr. Knud Paust;3;0;male;;0;0;S
Rosblom, Miss. Salli Helena;3;0;female;2;1;1;S
Rosblom, Mr. Viktor Richard;3;0;male;18;1;1;S
Rosblom, Mrs. Viktor (Helena Wilhelmina);3;0;female;41;0;2;S
Roth, Miss. Sarah A;3;1;female;;0;0;S
Rouse, Mr. Richard Henry;3;0;male;50;0;0;S
Rush, Mr. Alfred George John;3;0;male;16;0;0;S
Ryan, Mr. Edward;3;1;male;;0;0;Q
Ryan, Mr. Patrick;3;0;male;;0;0;Q
Saad, Mr. Amin;3;0;male;;0;0;C
Saad, Mr. Khalil;3;0;male;25;0;0;C
Saade, Mr. Jean Nassr;3;0;male;;0;0;C
Sadlier, Mr. Matthew;3;0;male;;0;0;Q
Sadowitz, Mr. Harry;3;0;male;;0;0;S
Saether, Mr. Simon Sivertsen;3;0;male;38,5;0;0;S
Sage, Master. Thomas Henry;3;0;male;;8;2;S
Sage, Master. William Henry;3;0;male;14,5;8;2;S
Sage, Miss. Ada;3;0;female;;8;2;S
Sage, Miss. Constance Gladys;3;0;female;;8;2;S
"Sage, Miss. Dorothy Edith ""Dolly""";3;0;female;;8;2;S
Sage, Miss. Stella Anna;3;0;female;;8;2;S
Sage, Mr. Douglas Bullen;3;0;male;;8;2;S
Sage, Mr. Frederick;3;0;male;;8;2;S
Sage, Mr. George John Jr;3;0;male;;8;2;S
Sage, Mr. John George;3;0;male;;1;9;S
Sage, Mrs. John (Annie Bullen);3;0;female;;1;9;S
Salander, Mr. Karl Johan;3;0;male;24;0;0;S
Salkjelsvik, Miss. Anna Kristine;3;1;female;21;0;0;S
Salonen, Mr. Johan Werner;3;0;male;39;0;0;S
Samaan, Mr. Elias;3;0;male;;2;0;C
Samaan, Mr. Hanna;3;0;male;;2;0;C
Samaan, Mr. Youssef;3;0;male;;2;0;C
Sandstrom, Miss. Beatrice Irene;3;1;female;1;1;1;S
Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);3;1;female;24;0;2;S
Sandstrom, Miss. Marguerite Rut;3;1;female;4;1;1;S
Sap, Mr. Julius;3;1;male;25;0;0;S
Saundercock, Mr. William Henry;3;0;male;20;0;0;S
Sawyer, Mr. Frederick Charles;3;0;male;24,5;0;0;S
Scanlan, Mr. James;3;0;male;;0;0;Q
Sdycoff, Mr. Todor;3;0;male;;0;0;S
Shaughnessy, Mr. Patrick;3;0;male;;0;0;Q
Sheerlinck, Mr. Jan Baptist;3;1;male;29;0;0;S
Shellard, Mr. Frederick William;3;0;male;;0;0;S
Shine, Miss. Ellen Natalia;3;1;female;;0;0;Q
Shorney, Mr. Charles Joseph;3;0;male;;0;0;S
Simmons, Mr. John;3;0;male;;0;0;S
Sirayanian, Mr. Orsen;3;0;male;22;0;0;C
Sirota, Mr. Maurice;3;0;male;;0;0;S
Sivic, Mr. Husein;3;0;male;40;0;0;S
Sivola, Mr. Antti Wilhelm;3;0;male;21;0;0;S
Sjoblom, Miss. Anna Sofia;3;1;female;18;0;0;S
Skoog, Master. Harald;3;0;male;4;3;2;S
Skoog, Master. Karl Thorsten;3;0;male;10;3;2;S
Skoog, Miss. Mabel;3;0;female;9;3;2;S
Skoog, Miss. Margit Elizabeth;3;0;female;2;3;2;S
Skoog, Mr. Wilhelm;3;0;male;40;1;4;S
Skoog, Mrs. William (Anna Bernhardina Karlsson);3;0;female;45;1;4;S
Slabenoff, Mr. Petco;3;0;male;;0;0;S
Slocovski, Mr. Selman Francis;3;0;male;;0;0;S
Smiljanic, Mr. Mile;3;0;male;;0;0;S
Smith, Mr. Thomas;3;0;male;;0;0;Q
Smyth, Miss. Julia;3;1;female;;0;0;Q
Soholt, Mr. Peter Andreas Lauritz Andersen;3;0;male;19;0;0;S
Somerton, Mr. Francis William;3;0;male;30;0;0;S
Spector, Mr. Woolf;3;0;male;;0;0;S
Spinner, Mr. Henry John;3;0;male;32;0;0;S
Staneff, Mr. Ivan;3;0;male;;0;0;S
Stankovic, Mr. Ivan;3;0;male;33;0;0;C
Stanley, Miss. Amy Zillah Elsie;3;1;female;23;0;0;S
Stanley, Mr. Edward Roland;3;0;male;21;0;0;S
Storey, Mr. Thomas;3;0;male;60,5;0;0;S
Stoytcheff, Mr. Ilia;3;0;male;19;0;0;S
Strandberg, Miss. Ida Sofia;3;0;female;22;0;0;S
Stranden, Mr. Juho;3;1;male;31;0;0;S
Strilic, Mr. Ivan;3;0;male;27;0;0;S
Strom, Miss. Telma Matilda;3;0;female;2;0;1;S
Strom, Mrs. Wilhelm (Elna Matilda Persson);3;0;female;29;1;1;S
Sunderland, Mr. Victor Francis;3;1;male;16;0;0;S
Sundman, Mr. Johan Julian;3;1;male;44;0;0;S
Sutehall, Mr. Henry Jr;3;0;male;25;0;0;S
Svensson, Mr. Johan;3;0;male;74;0;0;S
Svensson, Mr. Johan Cervin;3;1;male;14;0;0;S
Svensson, Mr. Olof;3;0;male;24;0;0;S
Tenglin, Mr. Gunnar Isidor;3;1;male;25;0;0;S
Theobald, Mr. Thomas Leonard;3;0;male;34;0;0;S
Thomas, Master. Assad Alexander;3;1;male;0,4167;0;1;C
Thomas, Mr. Charles P;3;0;male;;1;0;C
Thomas, Mr. John;3;0;male;;0;0;C
Thomas, Mr. Tannous;3;0;male;;0;0;C
"Thomas, Mrs. Alexander (Thamine ""Thelma"")";3;1;female;16;1;1;C
Thomson, Mr. Alexander Morrison;3;0;male;;0;0;S
Thorneycroft, Mr. Percival;3;0;male;;1;0;S
Thorneycroft, Mrs. Percival (Florence Kate White);3;1;female;;1;0;S
Tikkanen, Mr. Juho;3;0;male;32;0;0;S
Tobin, Mr. Roger;3;0;male;;0;0;Q
Todoroff, Mr. Lalio;3;0;male;;0;0;S
Tomlin, Mr. Ernest Portage;3;0;male;30,5;0;0;S
Torber, Mr. Ernst William;3;0;male;44;0;0;S
Torfa, Mr. Assad;3;0;male;;0;0;C
Tornquist, Mr. William Henry;3;1;male;25;0;0;S
Toufik, Mr. Nakli;3;0;male;;0;0;C
Touma, Master. Georges Youssef;3;1;male;7;1;1;C
Touma, Miss. Maria Youssef;3;1;female;9;1;1;C
Touma, Mrs. Darwis (Hanne Youssef Razi);3;1;female;29;0;2;C
Turcin, Mr. Stjepan;3;0;male;36;0;0;S
Turja, Miss. Anna Sofia;3;1;female;18;0;0;S
Turkula, Mrs. (Hedwig);3;1;female;63;0;0;S
van Billiard, Master. James William;3;0;male;;1;1;S
van Billiard, Master. Walter John;3;0;male;11,5;1;1;S
van Billiard, Mr. Austin Blyler;3;0;male;40,5;0;2;S
Van Impe, Miss. Catharina;3;0;female;10;0;2;S
Van Impe, Mr. Jean Baptiste;3;0;male;36;1;1;S
Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert);3;0;female;30;1;1;S
van Melkebeke, Mr. Philemon;3;0;male;;0;0;S
Vande Velde, Mr. Johannes Joseph;3;0;male;33;0;0;S
Vande Walle, Mr. Nestor Cyriel;3;0;male;28;0;0;S
Vanden Steen, Mr. Leo Peter;3;0;male;28;0;0;S
Vander Cruyssen, Mr. Victor;3;0;male;47;0;0;S
Vander Planke, Miss. Augusta Maria;3;0;female;18;2;0;S
Vander Planke, Mr. Julius;3;0;male;31;3;0;S
Vander Planke, Mr. Leo Edmondus;3;0;male;16;2;0;S
Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele);3;0;female;31;1;0;S
Vartanian, Mr. David;3;1;male;22;0;0;C
Vendel, Mr. Olof Edvin;3;0;male;20;0;0;S
Vestrom, Miss. Hulda Amanda Adolfina;3;0;female;14;0;0;S
Vovk, Mr. Janko;3;0;male;22;0;0;S
Waelens, Mr. Achille;3;0;male;22;0;0;S
Ware, Mr. Frederick;3;0;male;;0;0;S
Warren, Mr. Charles William;3;0;male;;0;0;S
Webber, Mr. James;3;0;male;;0;0;S
Wenzel, Mr. Linhart;3;0;male;32,5;0;0;S
Whabee, Mrs. George Joseph (Shawneene Abi-Saab);3;1;female;38;0;0;C
Widegren, Mr. Carl/Charles Peter;3;0;male;51;0;0;S
Wiklund, Mr. Jakob Alfred;3;0;male;18;1;0;S
Wiklund, Mr. Karl Johan;3;0;male;21;1;0;S
Wilkes, Mrs. James (Ellen Needs);3;1;female;47;1;0;S
"Willer, Mr. Aaron (""Abi Weller"")";3;0;male;;0;0;S
Willey, Mr. Edward;3;0;male;;0;0;S
"Williams, Mr. Howard Hugh ""Harry""";3;0;male;;0;0;S
Williams, Mr. Leslie;3;0;male;28,5;0;0;S
Windelov, Mr. Einar;3;0;male;21;0;0;S
Wirz, Mr. Albert;3;0;male;27;0;0;S
Wiseman, Mr. Phillippe;3;0;male;;0;0;S
Wittevrongel, Mr. Camille;3;0;male;36;0;0;S
Yasbeck, Mr. Antoni;3;0;male;27;1;0;C
Yasbeck, Mrs. Antoni (Selini Alexander);3;1;female;15;1;0;C
Youseff, Mr. Gerious;3;0;male;45,5;0;0;C
Yousif, Mr. Wazli;3;0;male;;0;0;C
Yousseff, Mr. Gerious;3;0;male;;0;0;C
Zabour, Miss. Hileni;3;0;female;14,5;1;0;C
Zabour, Miss. Thamine;3;0;female;;1;0;C
Zakarian, Mr. Mapriededer;3;0;male;26,5;0;0;C
Zakarian, Mr. Ortin;3;0;male;27;0;0;C
Zimmerman, Mr. Leo;3;0;male;29;0;0;S
